docTokenBegin,text,ner,nerConfidences,title,clean_text,clean_text_others
5301,Watson,PERSON,{'PERSON': 0.82441836398807},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
5329,Holmes,PERSON,{'PERSON': 0.9458393289082},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
5362,Mr. John Garrideb,PERSON,,the_adventure_of_the_three_garridebs,Mr. John Garrideb,other
5425,Lestrade,PERSON,{'PERSON': 0.84975267893802},the_adventure_of_the_three_garridebs,Inspector Lestrade,Inspector Lestrade
5465,American,MISC,{'MISC': 0.99994633651651},the_adventure_of_the_three_garridebs,American,American
5491,James Winter,PERSON,{'PERSON': 0.98183225822618},the_adventure_of_the_three_garridebs,James Winter,other
5495,Morecroft,PERSON,{'PERSON': 0.80092256365933},the_adventure_of_the_three_garridebs,Morecroft,other
5498,Killer Evans,PERSON,{'PERSON': 0.98496354772906},the_adventure_of_the_three_garridebs,Killer Evans,other
5508,Holmes,PERSON,{'PERSON': 0.99492136793664},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
5534,Chicago,LOCATION,{'LOCATION': 0.98435021785805},the_adventure_of_the_three_garridebs,Chicago,Chicago
5544,States,LOCATION,{'LOCATION': 0.83327056756543},the_adventure_of_the_three_garridebs,States,States
5555,London,LOCATION,{'LOCATION': 0.99773239361657},the_adventure_of_the_three_garridebs,London,London
5557,1893,DATE,{'DATE': 0.99114253666098},the_adventure_of_the_three_garridebs,1893,1893
5571,Waterloo Road,LOCATION,{'LOCATION': 0.98756119030898},the_adventure_of_the_three_garridebs,Waterloo Road,Waterloo Road
5574,"January, 1895",DATE,{'DATE': 0.98738652723039},the_adventure_of_the_three_garridebs,"January, 1895","January, 1895"
5599,Rodger Prescott,PERSON,{'PERSON': 0.99990139960125},the_adventure_of_the_three_garridebs,Rodger Prescott,other
5608,Chicago,LOCATION,{'LOCATION': 0.99834465598293},the_adventure_of_the_three_garridebs,Chicago,Chicago
5610,Killer Evans,PERSON,{'PERSON': 0.76964264572308},the_adventure_of_the_three_garridebs,Killer Evans,other
5614,1901,DATE,{'DATE': 0.99796206225095},the_adventure_of_the_three_garridebs,1901,1901
5653,Watson,PERSON,{'PERSON': 0.94755747788213},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
5724,Waldron,PERSON,{'PERSON': 0.95171473826289},the_adventure_of_the_three_garridebs,Waldron,other
5726,Waldron,PERSON,{'PERSON': 0.98693500722597},the_adventure_of_the_three_garridebs,Waldron,other
5762,Prescott,PERSON,{'PERSON': 0.97488239951777},the_adventure_of_the_three_garridebs,Prescott,Prescott
5767,Killer Evans,PERSON,{'PERSON': 0.97429989811105},the_adventure_of_the_three_garridebs,Killer Evans,other
5776,Scotland Yard,LOCATION,{'LOCATION': 0.71741861245412},the_adventure_of_the_three_garridebs,Scotland Yard,Scotland Yard
5800,Prescott,PERSON,{'PERSON': 0.97211194045979},the_adventure_of_the_three_garridebs,Prescott,Prescott
5803,American,MISC,{'MISC': 0.99997740138487},the_adventure_of_the_three_garridebs,American,American
5907,Watson,PERSON,{'PERSON': 0.92783214611877},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
5936,Nathan Garrideb,PERSON,{'PERSON': 0.97557570907538},the_adventure_of_the_three_garridebs,Nathan Garrideb,other
5939,Mrs. Saunders,PERSON,,the_adventure_of_the_three_garridebs,Mrs. Saunders,other
5943,caretaker,MISC,{'MISC': 0.98422353390016},the_adventure_of_the_three_garridebs,caretaker,caretaker
5965,spring,DATE,{'DATE': 0.74681130642708},the_adventure_of_the_three_garridebs,spring,spring
5969,Holmes,PERSON,{'PERSON': 0.99561638302648},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6010,Holmes,PERSON,{'PERSON': 0.980459400268},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6045,Holmes,PERSON,{'PERSON': 0.96843650419725},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6105,Watson,PERSON,{'PERSON': 0.98205806223922},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
6254,Rodger Prescott,PERSON,{'PERSON': 0.99917297018959},the_adventure_of_the_three_garridebs,Rodger Prescott,other
6270,Watson,PERSON,{'PERSON': 0.80352189844269},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
6326,American,MISC,{'MISC': 0.9998966183656},the_adventure_of_the_three_garridebs,American,American
6451,Killer Evans,PERSON,{'PERSON': 0.7321783971163},the_adventure_of_the_three_garridebs,Killer Evans,other
6475,Holmes,PERSON,{'PERSON': 0.98955090002282},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6517,American,MISC,{'MISC': 0.99984089970941},the_adventure_of_the_three_garridebs,American,American
6590,Mr. Holmes,PERSON,,the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6671,Holmes,PERSON,{'PERSON': 0.9889838730672},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6699,Holmes,PERSON,{'PERSON': 0.98956077522538},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6730,Watson,PERSON,{'PERSON': 0.99756907472848},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
6834,Holmes,PERSON,{'PERSON': 0.94841487894309},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6914,Watson,PERSON,{'PERSON': 0.98997636969384},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
6957,Holmes,PERSON,{'PERSON': 0.98758750389198},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
6987,Evans,PERSON,{'PERSON': 0.98677395955224},the_adventure_of_the_three_garridebs,Evans,Evans
7042,Holmes,PERSON,{'PERSON': 0.98962370461959},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
7070,London,LOCATION,{'LOCATION': 0.95815249378751},the_adventure_of_the_three_garridebs,London,London
7076,Prescott,PERSON,{'PERSON': 0.97575604169738},the_adventure_of_the_three_garridebs,Prescott,Prescott
7090,Prescott,PERSON,{'PERSON': 0.98784078127179},the_adventure_of_the_three_garridebs,Prescott,Prescott
7119,Holmes,PERSON,{'PERSON': 0.98565909095698},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
7131,Mr. Evans,PERSON,,the_adventure_of_the_three_garridebs,Mr. Evans,other
7150,Prescott,PERSON,{'PERSON': 0.99772078755091},the_adventure_of_the_three_garridebs,Prescott,Prescott
7201,Prescott,PERSON,{'PERSON': 0.54481299113181},the_adventure_of_the_three_garridebs,Prescott,Prescott
7206,England,LOCATION,{'LOCATION': 0.7599195941751},the_adventure_of_the_three_garridebs,England,England
7220,London,LOCATION,{'LOCATION': 0.99635126120083},the_adventure_of_the_three_garridebs,London,London
7342,Mr. Holmes,PERSON,,the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
7389,Holmes,PERSON,{'PERSON': 0.97969383001305},the_adventure_of_the_three_garridebs,Sherlock Holmes,Sherlock Holmes
7425,Watson,PERSON,{'PERSON': 0.96139424311732},the_adventure_of_the_three_garridebs,John H. Watson,John H. Watson
7441,Killer Evans,PERSON,{'PERSON': 0.99462340376265},the_adventure_of_the_three_garridebs,Killer Evans,other
7450,Garridebs,MISC,{'MISC': 0.63572676624989},the_adventure_of_the_three_garridebs,Garridebs,Garridebs
7497,Brixton,LOCATION,{'LOCATION': 0.99892030747907},the_adventure_of_the_three_garridebs,Brixton,Brixton
7509,Prescott,PERSON,{'PERSON': 0.78402701240045},the_adventure_of_the_three_garridebs,Prescott,Prescott
7543,Evans,PERSON,{'PERSON': 0.98676739347187},the_adventure_of_the_three_garridebs,Evans,Evans
27,Holmes,PERSON,{'PERSON': 0.88766844992726},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
55,Watson,PERSON,{'PERSON': 0.93168689084452},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
99,Charing Cross Station,ORGANIZATION,{'ORGANIZATION': 0.93886779027164},the_adventure_of_the_abbey_grange,Charing Cross Station,Charing Cross Station
137,London,LOCATION,{'LOCATION': 0.67675140319295},the_adventure_of_the_abbey_grange,London,London
140,Holmes,PERSON,{'PERSON': 0.99075598427138},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
193,Kentish,LOCATION,{'LOCATION': 0.98897028657388},the_adventure_of_the_abbey_grange,Kentish,Kentish
210,Holmes,PERSON,{'PERSON': 0.99267646664267},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
223,Abbey Grange,LOCATION,,the_adventure_of_the_abbey_grange,Abbey Grange,Abbey Grange
226,Marsham,LOCATION,{'LOCATION': 0.58407311434962},the_adventure_of_the_abbey_grange,Marsham,Marsham
228,Kent,LOCATION,{'PERSON': 0.56337839394357},the_adventure_of_the_abbey_grange,Kent,Kent
236,Mr. Holmes,PERSON,,the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
303,Eustace,PERSON,{'PERSON': 0.98244184222586},the_adventure_of_the_abbey_grange,Eustace,Eustace
311,Stanley Hopkins,PERSON,{'PERSON': 0.79017164888376},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
316,Hopkins,PERSON,{'PERSON': 0.70591005110825},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
337,Holmes,PERSON,{'PERSON': 0.97598344806845},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
361,Watson,PERSON,{'PERSON': 0.97164530127415},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
471,Watson,PERSON,{'PERSON': 0.93704833031966},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
533,Eustace,PERSON,{'PERSON': 0.99086661088209},the_adventure_of_the_abbey_grange,Eustace,Eustace
546,Hopkins,PERSON,{'PERSON': 0.75833602709696},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
623,Watson,PERSON,{'PERSON': 0.95002678098349},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
646,Hopkins,PERSON,{'PERSON': 0.99439958311955},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
667,twelve last night,TIME,{'TIME': 0.97341268828018},the_adventure_of_the_abbey_grange,twelve last night,twelve last night
707,Scotland Yard,LOCATION,{'LOCATION': 0.84942121380708},the_adventure_of_the_abbey_grange,Scotland Yard,Scotland Yard
710,Hopkins,PERSON,{'PERSON': 0.96412118946262},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
741,Chislehurst Station,LOCATION,{'LOCATION': 0.93467156350419},the_adventure_of_the_abbey_grange,Chislehurst Station,Chislehurst Station
826,Palladio,PERSON,{'PERSON': 0.30947955162633},the_adventure_of_the_abbey_grange,Palladio,other
877,Stanley Hopkins,PERSON,{'PERSON': 0.95920485120253},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
895,Mr. Holmes,PERSON,,the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
903,Watson,PERSON,{'PERSON': 0.99947238726191},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
955,Lewisham,LOCATION,{'LOCATION': 0.72099305243692},the_adventure_of_the_abbey_grange,Lewisham,Lewisham
966,Randalls,LOCATION,{'LOCATION': 0.74131277522234},the_adventure_of_the_abbey_grange,Randalls,Randalls
996,Sydenham,LOCATION,{'LOCATION': 0.99591742767897},the_adventure_of_the_abbey_grange,Sydenham,Sydenham
1038,Eustace,PERSON,{'PERSON': 0.99262529676434},the_adventure_of_the_abbey_grange,Eustace,Eustace
1061,Eustace Brackenstall,PERSON,{'PERSON': 0.99613420029285},the_adventure_of_the_abbey_grange,Eustace Brackenstall,other
1079,Kent,LOCATION,{'LOCATION': 0.82360092940819},the_adventure_of_the_abbey_grange,Kent,Kent
1081,Lady Brackenstall,PERSON,{'PERSON': 0.44706528799527},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
1137,Lady Brackenstall,PERSON,{'PERSON': 0.71750248615316},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
1330,Mr. Hopkins,PERSON,,the_adventure_of_the_abbey_grange,Mr. Hopkins,other
1437,Holmes,PERSON,{'PERSON': 0.98440815082449},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
1489,last night,TIME,{'TIME': 0.9901127780223},the_adventure_of_the_abbey_grange,last night,last night
1515,Eustace Brackenstall,PERSON,{'PERSON': 0.99229562333693},the_adventure_of_the_abbey_grange,Eustace Brackenstall,other
1588,South Australia,LOCATION,{'LOCATION': 0.98316980012268},the_adventure_of_the_abbey_grange,South Australia,South Australia
1593,English,MISC,{'MISC': 0.99999961922522},the_adventure_of_the_abbey_grange,English,English
1629,Eustace,PERSON,{'PERSON': 0.99872586235516},the_adventure_of_the_abbey_grange,Eustace,Eustace
1780,last night,TIME,{'TIME': 0.96457616845666},the_adventure_of_the_abbey_grange,last night,last night
1824,Theresa,PERSON,{'PERSON': 0.99669211381792},the_adventure_of_the_abbey_grange,Theresa,Theresa
1871,Eustace,PERSON,{'PERSON': 0.99780545803558},the_adventure_of_the_abbey_grange,Eustace,Eustace
1959,Eustace,PERSON,{'PERSON': 0.99934359378927},the_adventure_of_the_abbey_grange,Eustace,Eustace
2061,French,MISC,{'MISC': 0.99999958750251},the_adventure_of_the_abbey_grange,French,French
2509,London,LOCATION,{'LOCATION': 0.98043058054685},the_adventure_of_the_abbey_grange,London,London
2548,Mr. Holmes,PERSON,,the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
2553,Hopkins,PERSON,{'PERSON': 0.81091863114936},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
2573,Holmes,PERSON,{'PERSON': 0.98507143041178},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
2723,Miss Mary Fraser,PERSON,,the_adventure_of_the_abbey_grange,Miss Mary Fraser,other
2727,Adelaide,LOCATION,{'LOCATION': 0.98925689577856},the_adventure_of_the_abbey_grange,Adelaide,Adelaide
2730,Lady Brackenstall,PERSON,{'PERSON': 0.64305732164616},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
2733,Abbey Grange,LOCATION,{'ORGANIZATION': 0.46613785948099},the_adventure_of_the_abbey_grange,Abbey Grange,Abbey Grange
2765,Theresa,PERSON,{'PERSON': 0.96169779193939},the_adventure_of_the_abbey_grange,Theresa,Theresa
2809,Hopkins,PERSON,{'PERSON': 0.96815774445906},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
2823,England,LOCATION,{'LOCATION': 0.99976869090431},the_adventure_of_the_abbey_grange,England,England
2828,Australia,LOCATION,{'LOCATION': 0.99652231310668},the_adventure_of_the_abbey_grange,Australia,Australia
2829,eighteen months ago,DATE,{'DATE': 0.52853964337554},the_adventure_of_the_abbey_grange,eighteen months ago,eighteen months ago
2833,Theresa Wright,PERSON,{'PERSON': 0.99747091183536},the_adventure_of_the_abbey_grange,Theresa Wright,other
2854,Mr. Holmes,PERSON,,the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
2869,Holmes,PERSON,{'PERSON': 0.91328404674996},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
2957,Abbey Grange,LOCATION,,the_adventure_of_the_abbey_grange,Abbey Grange,Abbey Grange
3015,French,MISC,{'MISC': 0.99999950987999},the_adventure_of_the_abbey_grange,French,French
3314,Holmes,PERSON,{'PERSON': 0.98640890571403},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
3337,Randall,PERSON,{'PERSON': 0.98689459159681},the_adventure_of_the_abbey_grange,Randall,other
3348,Hopkins,PERSON,{'PERSON': 0.95182394526977},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
3405,America,LOCATION,{'LOCATION': 0.98563473962109},the_adventure_of_the_abbey_grange,America,America
3488,Lady Brackenstall,PERSON,{'PERSON': 0.83082722438767},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
3540,Hopkins,PERSON,{'PERSON': 0.98476236130092},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
3682,Theresa Wright,PERSON,{'PERSON': 0.99960610953111},the_adventure_of_the_abbey_grange,Theresa Wright,other
3716,Holmes,PERSON,{'PERSON': 0.99609759224415},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
3831,Mr. Holmes,PERSON,,the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
3940,Holmes,PERSON,{'PERSON': 0.94630355855048},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
3988,Randall,PERSON,{'PERSON': 0.99226562912465},the_adventure_of_the_abbey_grange,Randall,other
4029,French,MISC,{'MISC': 0.99999111957059},the_adventure_of_the_abbey_grange,French,French
4123,Lady Brackenstall,PERSON,{'PERSON': 0.77126075040899},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
4137,Eustace,PERSON,{'PERSON': 0.99503402403809},the_adventure_of_the_abbey_grange,Eustace,Eustace
4300,Holmes,PERSON,{'PERSON': 0.75603675079455},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
4349,Hopkins,PERSON,{'PERSON': 0.96267181122871},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
4373,Lady Brackenstall,PERSON,{'PERSON': 0.6008321991301},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
4515,Hopkins,PERSON,{'PERSON': 0.95890416380783},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
4528,Lady Brackenstall,PERSON,{'PERSON': 0.49826030556962},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
4581,Hopkins,PERSON,{'PERSON': 0.8550119372665},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
4646,Hopkins,PERSON,{'PERSON': 0.81004532305423},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
4678,Randall,PERSON,{'PERSON': 0.99454703684379},the_adventure_of_the_abbey_grange,Randall,other
4707,Watson,PERSON,{'PERSON': 0.94545360275878},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
4730,Holmes,PERSON,{'PERSON': 0.999007653183},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
4805,Abbey Grange,LOCATION,,the_adventure_of_the_abbey_grange,Abbey Grange,Abbey Grange
4809,this midnight,TIME,{'TIME': 0.8104833089796},the_adventure_of_the_abbey_grange,this midnight,this midnight
4897,Watson,PERSON,{'PERSON': 0.96013446379115},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
5043,Watson,PERSON,{'PERSON': 0.7632037473382},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
5136,Sydenham,LOCATION,{'LOCATION': 0.9960062840625},the_adventure_of_the_abbey_grange,Sydenham,Sydenham
5324,Watson,PERSON,{'PERSON': 0.99132800393534},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
5382,Watson,PERSON,{'PERSON': 0.93788034747807},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
5757,Lady Brackenstall,PERSON,{'PERSON': 0.94566341745044},the_adventure_of_the_abbey_grange,Lady Brackenstall,Lady Brackenstall
5821,Watson,PERSON,{'PERSON': 0.58400421166296},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
5825,Chislehurst,MISC,{'MISC': 0.44242524787455},the_adventure_of_the_abbey_grange,Chislehurst,Chislehurst
5833,Abbey Grange,LOCATION,,the_adventure_of_the_abbey_grange,Abbey Grange,Abbey Grange
5843,Sherlock Holmes,PERSON,{'PERSON': 0.99530824459034},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
5848,Stanley Hopkins,PERSON,{'PERSON': 0.85168536453484},the_adventure_of_the_abbey_grange,Stanley Hopkins,Stanley Hopkins
5975,morning,TIME,{'TIME': 0.61489322737626},the_adventure_of_the_abbey_grange,morning,morning
5983,Holmes,PERSON,{'PERSON': 0.95792829489519},the_adventure_of_the_abbey_grange,Sherlock Holmes,Sherlock Holmes
6093,Watson,PERSON,{'PERSON': 0.96745230138691},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
6168,Watson,PERSON,{'PERSON': 0.95942249109887},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
6229,Watson,PERSON,{'PERSON': 0.91162780043726},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
6287,Watson,LOCATION,{'LOCATION': 0.46142956816993},the_adventure_of_the_abbey_grange,John H. Watson,John H. Watson
6592,Waterloo,LOCATION,{'LOCATION': 0.99836268404461},the_adventure_of_the_abbey_grange,Waterloo,Waterloo
